correo;0;1;0;1;1;0
corrupto;1;0;0;1;1;0
corte;1;0;0;1;1;0
cortesía;0;1;1;0;0;1
cortina;1;0;1;0;0;1
costa;0;1;1;0;1;0
costumbre;0;1;1;0;0;1
cotilleo;1;0;0;1;1;0
cráneo;1;0;1;0;1;0
crepe;0;1;0;1;0;1
crepúsculo;0;1;1;0;1;0
criatura;0;1;0;1;1;0
crimen;1;0;0;1;1;0
criminal;1;0;0;1;1;0
crisis;1;0;0;1;1;0
crucificar;1;0;0;1;1;0
cruel;1;0;0;1;1;0
cuadrado;1;0;1;0;0;1
cucaracha;1;0;0;1;1;0
cuchillo;1;0;0;1;1;0
cuenco;0;1;1;0;0;1
cuerpo;0;1;0;1;0;1
culpa;1;0;0;1;1;0
culpable;1;0;0;1;1;0
cumpleaños;0;1;0;1;0;1
cura;1;0;0;1;1;0
curar;0;1;0;1;0;1
curioso;0;1;0;1;0;1
daga;1;0;0;1;1;0
daño;1;0;0;1;1;0
débil;1;0;1;0;1;0
decepcionar;1;0;0;1;1;0
decorar;0;1;0;1;0;1
dedicado;0;1;0;1;0;1
dedo;1;0;1;0;0;1
defendido;0;1;0;1;1;0
deforme;1;0;0;1;1;0
deleite;0;1;0;1;0;1
delicado;0;1;1;0;0;1
demente;1;0;0;1;1;0
demonio;1;0;0;1;1;0
dentista;1;0;0;1;1;0
deportes;0;1;0;1;0;1
depresión;1;0;1;0;1;0
deprimido;1;0;1;0;1;0
desagrado;1;0;0;1;1;0
desanimado;1;0;1;0;1;0
desastre;1;0;0;1;1;0
descanso;0;1;1;0;0;1
descomposición;1;0;1;0;1;0
desdén;1;0;0;0;1;0
desdeñoso;1;0;1;0;1;0
desenfadado;0;1;0;1;0;1
deseo;0;1;0;1;0;1
desertor;1;0;0;1;1;0
desesperado;1;0;0;1;1;0
desleal;1;0;0;1;1;0
deslumbramiento;1;0;0;1;1;0
desnudo;0;1;0;1;0;1
desordenado;1;0;0;1;1;0
despedazar;1;0;0;1;1;0
desperdicio;1;0;1;0;1;0
despreciar;1;0;0;1;1;0
despreocupado;0;1;1;0;1;0
destrucción;1;0;0;1;1;0
destruir;1;0;0;1;1;0
desventaja;1;0;0;1;1;0
desvestido;0;1;0;1;1;0
detalle;0;1;0;1;0;1
detestar;1;0;0;1;1;0
deuda;1;0;0;1;1;0
devoto;1;0;1;0;1;0
diablo;1;0;0;1;1;0
diamante;0;1;1;0;1;0
dicha;0;1;0;1;0;1
dificultar;1;0;0;1;1;0
digno;0;1;1;0;0;1
dinero;0;1;0;1;0;1
díos;0;1;1;0;1;0
diploma;0;1;0;1;0;1
disgustado;1;0;0;1;1;0
distante;1;0;1;0;1;0
disturbio;1;0;0;1;1;0
diversión;0;1;0;1;0;1
divorcio;1;0;0;1;1;0
doctor;1;0;0;1;1;0
dólar;0;1;0;1;1;0
dolencia;1;0;0;1;1;0
dolor;1;0;0;1;1;0
dormir;0;1;1;0;0;1
duro;1;0;0;1;1;0
edificio;1;0;1;0;0;1
educación;0;1;0;1;0;1
efectivo;0;1;0;1;0;1
egoísta;1;0;0;1;1;0
ejecución;1;0;0;1;1;0
ejercicio;0;1;0;1;0;1
ejército;1;0;0;1;1;0
electrodoméstico;0;1;1;0;0;1
elegante;0;1;0;1;0;1
empleo;0;1;0;1;0;1
enamorado;0;1;0;1;1;0
encanto;0;1;0;1;0;1
enérgico;0;1;0;1;0;1
enfadado;1;0;0;1;1;0
enfado;1;0;0;1;1;0
enfermedad;1;0;0;1;1;0
enfermera;1;0;0;1;1;0
enfermo;1;0;1;0;1;0
enfurecido;1;0;0;1;1;0
engaño;1;0;0;1;1;0
engreído;1;0;0;1;1;0
ensalada;0;1;1;0;0;1
entierro;1;0;0;1;1;0
entrometido;1;0;0;1;1;0
entusiasmo;0;1;0;1;0;1
erótico;0;1;0;1;0;1
error;1;0;0;1;1;0
erudito;0;1;1;0;0;1
escándalo;1;0;0;1;1;0
escéptico;1;0;1;0;1;0
esclavo;1;0;0;1;1;0
esconder;1;0;0;1;1;0
escopeta;1;0;0;1;1;0
escorbuto;1;0;0;1;1;0
escoria;1;0;0;1;1;0
escorpión;1;0;0;1;1;0
escritor;0;1;1;0;0;1
esfera;0;1;1;0;1;0
espacio;0;1;0;1;1;0
espantoso;1;0;0;1;1;0
esperanza;0;1;0;1;0;1
esperanzado;0;1;0;1;0;1
espina;1;0;0;1;1;0
espíritu;0;1;1;0;1;0
esposa;0;1;1;0;0;1
esposo;0;1;0;1;0;1
espuma;0;1;1;0;0;1
esquina;1;0;1;0;1;0
estancado;1;0;1;0;1;0
estatua;0;1;1;0;1;0
estiércol;1;0;1;0;1;0
estómago;1;0;1;0;1;0
estrella;0;1;1;0;1;0
estremecerse;1;0;0;1;1;0
estrés;1;0;0;1;1;0
estufa;0;1;1;0;0;1
estúpido;1;0;0;1;1;0
eufórico;0;1;0;1;1;0
excelencia;0;1;0;1;0;1
excitado;0;1;0;1;1;0
excusa;1;0;0;1;0;1
éxito;0;1;0;1;0;1
exquisito;0;1;0;1;0;1
éxtasis;1;0;0;1;1;0
exterior;0;1;0;1;1;0
extraordinario;0;1;0;1;0;1
extraterrestre;1;0;0;1;1;0
fácil;0;1;1;0;0;1
falso ;1;0;0;1;1;0
fama;0;1;0;1;1;0
famélico;1;0;0;1;1;0
familia;0;1;0;1;0;1
famoso;0;1;0;1;1;0
fantasía;0;1;0;1;0;1
faro;0;1;1;0;1;0
farol;1;0;1;0;0;1
fascinar;0;1;0;1;0;1
fase;1;0;1;0;1;0
fastidiar;1;0;0;1;1;0
fatigado;1;0;1;0;1;0
favor;0;1;0;1;0;1
feliz;0;1;0;1;0;1
feo;1;0;1;0;1;0
festivo;0;1;0;1;0;1
fétido;1;0;0;1;1;0
fiebre;1;0;1;0;1;0
fiesta;0;1;0;1;0;1
firmamento;0;1;1;0;1;0
flemón;1;0;0;1;1;0
flexible;0;1;1;0;0;1
flor;0;1;1;0;0;1
florecer;0;1;0;1;1;0
fofo;1;0;1;0;1;0
folleto;1;0;1;0;0;1
follón;1;0;0;1;1;0
fortuito;0;1;0;1;1;0
fracaso;1;0;0;1;1;0
fragancia;0;1;0;1;0;1
fraude;1;0;0;1;1;0
frío;1;0;1;0;1;0
frustrado;1;0;0;1;1;0
fuego;0;0;0;1;1;0
fuerte;0;1;0;1;0;1
funeral;1;0;0;1;1;0
furcia;1;0;1;0;1;0
fusil;1;0;0;1;1;0
ganancias;0;1;0;1;0;1
ganar;0;1;0;1;0;1
gangrena;1;0;0;1;1;0
gatito;0;1;1;0;0;1
gato;0;1;1;0;0;1
gélido;1;0;1;0;1;0
género;1;0;1;0;1;0
generoso;0;1;0;1;0;1
genial;0;1;0;1;0;1
gente;0;1;0;1;1;0
gérmenes;1;0;0;1;1;0
gimnasta;0;1;0;1;0;1
glaciar;0;1;0;1;1;0
glamour;0;1;0;1;0;1
gloria;0;1;0;1;0;1
goce;0;1;0;1;0;1
golfista;1;0;1;0;0;1
golpe;1;0;0;1;1;0
gordo;1;0;1;0;1;0
graduado;0;1;0;1;0;1
granada;1;0;0;1;1;0
granja;0;1;1;0;0;1
grave;1;0;0;1;1;0
grito;1;0;0;1;1;0
grosero;1;0;0;1;1;0
guapa;0;1;0;1;0;1
guapo;0;1;0;1;0;1
guardería;0;1;0;1;1;0
guerra;1;0;0;1;1;0
guillotina;1;0;0;1;1;0
guiño;0;1;0;1;0;1
gusano;1;0;0;1;1;0
habitante;0;1;1;0;0;1
hábito;1;0;1;0;0;1
halcón;0;1;0;1;1;0
hambriento;1;0;0;1;1;0
hamburguesa;0;1;1;0;0;1
harto;1;0;0;1;1;0
hastío;1;0;1;0;1;0
hedor;1;0;0;1;1;0
heno;0;0;1;0;0;1
heridas;1;0;0;1;1;0
herido;1;0;0;1;1;0
hermano;0;1;0;1;0;1
hermoso;0;1;0;1;0;1
heroína;1;0;0;1;1;0
herramienta;1;0;1;0;0;1
hervir;1;0;1;0;0;1
hierro;1;0;1;0;1;0
historia;0;1;1;0;1;0
hogar;0;1;0;1;0;1
hombre;0;1;0;1;0;1
homicida;1;0;0;1;1;0
honesto;0;1;0;1;0;1
hongo;1;0;1;0;1;0
honor;0;1;0;1;0;1
hornear;0;1;1;0;0;1
horquilla;0;1;1;0;0;1
horror;1;0;0;1;1;0
hospital;1;0;0;1;1;0
hostil;1;0;0;1;1;0
hotel;0;1;0;1;0;1
huevo;0;1;1;0;0;1
humano;0;1;0;1;0;1
humilde;0;1;1;0;0;1
humillar;1;0;0;1;1;0
humor;0;1;0;1;0;1
huracán;1;0;0;1;1;0
idea;0;1;0;1;0;1
identidad;0;1;0;1;0;1
idiota;1;0;0;1;1;0
ídolo;0;1;0;1;1;0
iglesia;1;0;1;0;1;0
ignorancia;1;0;0;1;1;0
imaginar;0;1;0;1;0;1
imparcial;1;0;1;0;1;0
impotente;1;0;0;1;1;0
impresionado;0;1;0;1;1;0
incentivo;0;1;0;1;0;1
incomodidad;1;0;0;1;1;0
incordio;1;0;0;1;1;0
indefenso;1;0;0;1;1;0
indiferente;1;0;1;0;1;0
industria;1;0;1;0;1;0
infección;1;0;0;1;1;0
infeliz;1;0;1;0;1;0
inferior;1;0;1;0;1;0
infiel;1;0;0;1;1;0
infierno;1;0;0;1;1;0
ingenio;0;1;0;1;0;1
inmaduro;1;0;0;1;1;0
inmoral;1;0;0;1;1;0
inocente;0;1;1;0;0;1
inquieto;1;0;0;1;1;0
insecto;1;0;0;1;1;0
inseguro;1;0;0;1;1;0
insolente;1;0;0;1;1;0
inspirado;0;1;0;1;0;1
inspirar;0;1;0;1;0;1
insulto;1;0;0;1;1;0
intelecto;0;1;0;1;0;1
interés;0;1;0;1;0;1
íntimo;0;1;0;1;0;1
intruso;1;0;0;1;1;0
inundación;1;0;0;1;1;0
inútil;1;0;0;1;1;0
invasor;1;0;0;1;1;0
invertir;0;1;0;1;0;1
invitación;0;1;0;1;0;1
irritar;1;0;0;1;1;0
jaqueca;1;0;1;0;1;0
jardín;0;1;1;0;0;1
jarra;1;0;1;0;0;1
joven;0;1;0;1;1;0
jovial;0;1;0;1;0;1
joya;0;1;0;1;0;1
júbilo;0;1;0;1;0;1
jubiloso;0;1;0;1;0;1
juego;0;1;0;1;0;1
juguete;0;1;0;1;0;1
justicia;0;1;0;1;1;0
juventud;0;1;0;1;1;0
ketchup;1;0;1;0;0;1
ladrón;1;0;0;1;1;0
lago;0;1;1;0;0;1
lámpara;0;1;1;0;0;1
lánguido;1;0;1;0;1;0
lápiz;1;0;1;0;0;1
lástima;1;0;0;1;1;0
lavabo;1;0;1;0;0;1
leal;0;1;1;0;0;1
leche;0;1;1;0;0;1
lento;1;0;1;0;1;0
león;1;0;0;1;1;0
lepra;1;0;0;1;1;0
lesbiana;0;1;1;0;1;0
lesión;1;0;0;1;1;0
leyenda;0;1;0;1;1;0
liberación;0;1;0;1;0;1
libertad;0;1;0;1;0;1
libre;0;1;0;1;0;1
libro;0;1;0;1;0;1
licenciado;0;1;0;1;0;1
líder;0;1;0;1;0;1
liga;0;1;0;1;1;0
linterna;0;1;1;0;0;1
liso;0;1;1;0;0;1
litro;0;1;1;0;0;1
llano;0;1;1;0;1;0
llave;0;1;1;0;0;1
lloriqueo;1;0;0;1;1;0
lluvia;1;0;1;0;1;0
lóbrego;1;0;0;1;1;0
loco;1;0;0;1;1;0
logro;0;1;0;1;0;1
lotería;0;1;0;1;1;0
lucha;1;0;0;1;1;0
lujo;0;1;0;1;1;0
lujuria;0;1;0;1;1;0
madre;0;1;0;1;0;1
maestro;0;1;1;0;1;0
magdalena;0;1;1;0;0;1
mágico;0;1;0;1;1;0
magistral;0;1;0;1;0;1
malaria;1;0;0;1;1;0
maleducado;1;0;0;1;1;0
maletero;1;0;1;0;1;0
malicia;1;0;0;1;1;0
maltrato;1;0;0;1;1;0
malvado;1;0;0;1;1;0
manera;0;0;1;0;1;0
manguera;0;1;1;0;0;1
maníaco;1;0;0;1;1;0
maniquí;1;0;1;0;1;0
mano;0;1;0;1;0;1
manosear;1;0;0;1;0;1
manso;0;1;1;0;0;1
mantequilla;0;1;1;0;0;1
máquina;1;0;1;0;0;1
maquinilla;1;0;1;0;0;1
maravilla;0;1;0;1;0;1
mareado;1;0;0;1;1;0
mariposa;0;1;1;0;0;1
mariquita;0;1;1;0;0;1
martillo;1;0;1;0;0;1
masacre;1;0;0;1;1;0
mascota;0;1;0;1;0;1
masturbarse;0;1;0;1;0;1
matanza;1;0;0;1;1;0
material;0;1;1;0;0;1
medicina;0;1;0;1;1;0
mejorar;0;1;0;1;0;1
melodía;0;1;0;1;0;1
memoria;0;1;0;1;0;1
mendigo;1;0;0;1;1;0
menosprecio;1;0;0;1;1;0
mente;0;1;0;1;0;1
mentira;1;0;0;1;1;0
mentón;1;0;1;0;1;0
mercado;0;1;1;0;0;1
mermelada;0;1;1;0;0;1
mes;0;1;1;0;1;0
mesa;1;0;1;0;0;1
metal;1;0;1;0;1;0
método;0;1;1;0;1;0
miedoso;1;0;0;1;1;0
miel;0;1;1;0;0;1
milagro;0;1;0;1;1;0
millonario;0;1;0;1;1;0
miseria;1;0;0;1;1;0
místico;0;1;1;0;1;0
modesto;0;1;1;0;0;1
moho;1;0;1;0;1;0
molde;1;0;1;0;0;1
molestar;1;0;0;1;1;0
molestia;1;0;0;1;1;0
molino;0;1;1;0;1;0
momento;0;1;0;1;0;1
moneda;0;1;0;1;0;1
monja;1;0;1;0;1;0
mono;0;1;0;1;1;0
montaña;0;1;1;0;1;0
moral;0;1;0;1;0;1
morboso;1;0;0;1;1;0
morgue;1;0;0;1;1;0
mosquito;1;0;0;1;1;0
motor;1;0;1;0;1;0
movilidad;0;1;0;1;0;1
mucosidad;1;0;1;0;1;0
mueca;0;1;0;1;0;1
muerte;1;0;0;1;1;0
muerto;1;0;0;1;1;0
mugre;1;0;0;1;0;1
mujer;0;1;1;0;0;1
muleta;1;0;1;0;1;0
multa;1;0;0;1;1;0
mundo;0;1;0;1;1;0
muñeca;0;1;1;0;0;1
musculoso;0;1;1;0;0;1
museo;0;1;1;0;0;1
música;0;1;0;1;0;1
mutación;1;0;0;1;1;0
mutilar;1;0;0;1;1;0
nadador;0;1;0;1;0;1
narcótico;1;0;0;1;1;0
natural;0;1;1;0;0;1
naturaleza;0;1;0;1;1;0
navidad;0;1;0;1;0;1
néctar;0;1;1;0;0;1
negligencia;1;0;0;1;1;0
negro;1;0;1;0;1;0
nene;0;1;0;1;0;1
nervioso;1;0;0;1;1;0
neurótico;1;0;0;1;1;0
nevera;0;1;1;0;0;1
nieve;0;1;0;1;1;0
niño;0;1;0;1;0;1
nombre;0;1;1;0;0;1
noticias;0;1;0;1;1;0
novia;0;1;0;1;0;1
novio;0;1;0;1;0;1
nubes;0;1;1;0;1;0
nublado;1;0;1;0;1;0
nudo;1;0;1;0;0;1
nutrir;0;1;0;1;0;1
obedecer;1;0;0;1;1;0
obesidad;1;0;0;1;1;0
obsceno;1;0;0;1;1;0
obsequio;0;1;0;1;0;1
obsesión;1;0;0;1;1;0
ocaso;0;1;1;0;1;0
océano;0;1;0;1;1;0
odiar;1;0;0;1;1;0
odio;1;0;0;1;1;0
ofender;1;0;0;1;1;0
oficina;1;0;1;0;0;1
olla;1;0;1;0;0;1
opción;0;1;0;1;0;1
opinión;0;1;0;1;0;1
oportunidad;0;1;0;1;0;1
optimismo;0;1;0;1;0;1
ordenado;0;1;1;0;0;1
ordenador;0;1;0;1;0;1
orgasmo;0;1;0;1;0;1
orgullo;0;1;0;1;0;1
orgulloso;0;1;0;1;0;1
orina;1;0;1;0;0;1
oro;0;1;0;1;0;1
orquesta;0;1;0;1;1;0
oscuro;1;0;0;1;1;0
otoño;0;1;1;0;1;0
oxidado;1;0;1;0;1;0
paciente;1;0;1;0;1;0
padre;0;1;1;0;1;0
pájaro;0;1;1;0;1;0
palacio;0;1;0;1;0;0
paloma;0;1;1;0;0;1
pancarta;0;1;0;1;0;1
pánico;1;0;0;1;1;0
pantano;1;0;1;0;1;0
pañuelo;1;0;1;0;0;1
papel;1;0;1;0;0;1
paraguas;1;0;1;0;0;1
paraíso;0;1;0;1;0;1
parálisis;1;0;0;1;1;0
pareja;0;1;0;1;0;1
parte;1;0;1;0;0;1
pasaje;0;1;1;0;1;0
pasillo;1;0;1;0;1;0
pasión;0;1;0;1;1;0
pasta;0;1;1;0;0;1
pastel;0;1;0;1;0;1
patente;1;0;1;0;0;1
patriota;1;0;0;1;0;1
pausado;0;1;1;0;0;1
paz;0;1;1;0;0;1
pecado;1;0;0;1;1;0
pecaminoso;1;0;0;1;1;0
película;0;1;0;1;0;1
peligro;1;0;0;1;1;0
pellizco;1;0;0;1;1;0
pena;1;0;1;0;1;0
pene;0;1;0;1;0;1
penoso;1;0;0;1;1;0
pensamiento;0;1;0;1;0;1
perdedor;1;0;0;1;1;0
perdido;1;0;0;1;1;0
perezoso;1;0;1;0;1;0
perfección;0;1;0;1;0;1
perfume;0;1;1;0;0;1
perro;0;1;0;1;0;1
persona;0;1;0;1;0;1
perverso;1;0;0;1;1;0
pervertido;1;0;0;1;1;0
pesadilla;1;0;0;1;1;0
pesar;1;0;0;1;1;0
pesaroso;1;0;1;0;1;0
pescado;0;1;1;0;0;1
pesimismo;1;0;1;0;1;0
peste;1;0;0;1;1;0
pezón;0;1;0;1;0;1
pie;1;0;1;0;0;1
piel;0;1;1;0;0;1
pieza;1;0;1;0;0;1
pinchazo;1;0;0;1;1;0
pintura;0;1;0;1;0;1
piojo;1;0;0;1;1;0
piojos;1;0;0;1;1;0
pirotecnia;0;1;0;1;1;0
pistola;1;0;0;1;1;0
pitón;1;0;0;1;1;0
pizza;0;1;0;1;0;1
placer;0;1;0;1;0;1
planta;0;1;1;0;0;1
playa;0;1;0;1;0;1
pleito;1;0;0;1;1;0
pobreza;1;0;0;1;1;0
poder;0;1;0;1;0;1
poderoso;0;1;0;1;0;1
podrido;1;0;0;1;1;0
poesía;0;1;0;1;0;1
ponzoña;1;0;1;0;1;0
porquería;1;0;0;1;0;1
póster;0;1;1;0;1;0
pradera;0;1;0;1;0;1
precipicio;1;0;0;1;1;0
predominante;1;0;0;1;1;0
prenda;0;1;1;0;0;1
presión;1;0;0;1;1;0
prestigio;0;1;0;1;0;1
primavera;0;1;0;1;1;0
prisión;1;0;0;1;1;0
privacidad;0;1;1;0;0;1
problema;1;0;0;1;1;0
progreso;0;1;0;1;0;1
promoción;0;1;0;1;0;1
protegido;0;1;1;0;0;1
publicación;0;1;1;0;0;1
pueblo;0;1;0;1;0;1
puerta;0;1;1;0;0;1
puntapié;1;0;0;1;1;0
pus;1;0;0;1;1;0
puta;1;0;0;1;1;0
putrefacto;1;0;0;1;1;0
queja;1;0;0;1;1;0
quemadura;1;0;0;1;1;0
queroseno;1;0;0;1;1;0
rabia;1;0;0;1;1;0
radiador;0;1;1;0;0;1
radiante;0;1;0;1;0;1
radio;0;1;0;1;0;1
ramo;0;1;0;1;0;1
rana;1;0;1;0;1;0
rancio;1;0;1;0;1;0
rápido;0;1;0;1;0;1
rapto;1;0;0;1;1;0
raro;1;0;1;0;1;0
rascacielos;1;0;0;1;1;0
rata;1;0;0;1;1;0
rebelde;1;0;0;1;1;0
recado;1;0;1;0;1;0
rechazado;1;0;0;1;1;0
recogedor;1;0;1;0;0;1
recompensa;0;1;0;1;0;1
reconocido;0;1;0;1;0;1
recuerdos;0;1;0;1;0;1
refrigerio;0;1;1;0;0;1
regalo;0;1;0;1;0;1
rehén;1;0;0;1;1;0
reina;1;0;1;0;1;0
relajado;0;1;1;0;0;1
relámpago;1;0;0;1;1;0
reloj;1;0;1;0;0;1
repisa;1;0;1;0;0;1
reptil;1;0;0;1;1;0
repugnante;1;0;0;1;1;0
rescate;0;1;0;1;1;0
resentirse;1;0;0;1;1;0
reservado;1;0;1;0;0;1
respeto;0;1;1;0;0;1
respetuoso;0;1;1;0;0;1
respuesta;0;1;0;1;0;1
restaurante;0;1;0;1;0;1
retrasado;1;0;0;1;1;0
reunión;0;1;0;1;0;1
