"RT @EnfoqueNoticias: ""Preocupante que candidatos no conozcan atribuciones de seguridad y procuración de justicia;0;1;0;1;1;0
RT @josepramonbosch: ¿Adoctrinamiento escolar en Catalunya? NO!!. Esto es una escuela pública de Alcarras en Lleida, donde fluye el amor y…;0;1;0;1;1;0
RT @Cosas_Felices: Noticia triste cuanto menos. Pepe Mediavilla, actor de doblaje que dio vida a Gandalf, Morgan Freeman o el Spock de Leon…;1;1;1;1;1;1
RT @MiqqaDiazz: la verdad q veo todo lo q tengo q hacer del colegio y me río para ocultar mis tremendas ganas de suicidarme;0;1;0;1;0;1
RT @SantiagoBaza: La facultad te hace vivir en un estado de preocupación y culpa permanente. Te levantas y te acostas preocupado porque no…;1;0;0;1;1;0
RT @CopeRioja: ??AUDIO: El titulo en juego @VoleibolLogrono https://t.co/K53Zy8Zgt4 vía @cope_es;0;1;0;1;0;1
RT @Magabbenitez: Si estás d novia con un colombiano q te mando un mensaje a la mañana diciendo que estaba desde las 05.30 en la facultad,…;0;1;0;1;0;1
RT @AntonioAttolini: Y es que cuando hay un proyecto que quiere recuperar la esperanza y se basa en la innovación y en la ciencia, es muy f…;0;1;0;1;0;1
RT @CSIC: El 95% de la población mundial respira un aire 'peligroso' para la salud. https://t.co/L1sftbsMxr v @elmundociencia;0;1;1;0;1;0
RT @cataperezcorrea: Me perdí. ¿Cómo llegamos a Calderón dando cátedra sobre violencia, Slim hablando sobre justicia social y Garcia Luna s…;0;1;0;1;1;0
RT @cataperezcorrea: Me perdí. ¿Cómo llegamos a Calderón dando cátedra sobre violencia, Slim hablando sobre justicia social y Garcia Luna s…;0;1;0;1;1;0
RT @SantiagoBaza: La facultad te hace vivir en un estado de preocupación y culpa permanente. Te levantas y te acostas preocupado porque no…;1;0;0;1;1;0
"RT @JoanQueralt: Carta de un profesor de la Rey Juan Carlos: ""A la URJC no siempre le interesa contar con los mejores"", por Antonio Cuerda,…";1;1;1;1;1;1
RT @Magabbenitez: Si estás d novia con un colombiano q te mando un mensaje a la mañana diciendo que estaba desde las 05.30 en la facultad,…;0;1;0;1;0;1
"?? Raquel Ejerique: ""No se ha expedientado al profesor Chico de la Cámara que defedió que fue un error""… https://t.co/DVXL7QaXDQ";0;1;0;1;0;1
RT @EduuSosa: ???? No estudié ???? No estudié ???? No estudié ???? No estudié ???? Nembre mamá hubieras visto el examen, el maestro se pasó, todo…;0;1;1;0;1;0
RT @CruzPauta: @interagua A QUE HORA LLEGA EL AGUA TENEMOS HIJOS EN LA ESCUELA MUEVAN HAGAN SU TRABAJO.;0;1;1;0;0;1
RT @minacaracol: Falleció en Cali, el profesor Universitario Marc Willian Chernich de 62 años natural de los EEUU donde adelantó una valios…;0;1;1;0;0;1
RT @EEColombia2020: El Museo Nacional de Memoria Histórica de Colombia se expone por primera vez, aunque físicamente todavía no exista. En…;0;1;1;1;0;1
RT @SantiagoBaza: La facultad te hace vivir en un estado de preocupación y culpa permanente. Te levantas y te acostas preocupado porque no…;1;0;0;1;1;0
RT @Magabbenitez: Si estás d novia con un colombiano q te mando un mensaje a la mañana diciendo que estaba desde las 05.30 en la facultad,…;0;1;0;1;0;1
RT @iescolar: Durísima esta carta de Antonio Cuerda, Catedrático de Derecho Penal, donde denuncia una red clientelar en le Universidad Rey…;0;1;0;1;0;1
Lo único que me gustaría del camino de mi casa a la escuela por las mañanas es que puedo ver todas las luces de la ciudad.;0;1;1;0;0;1
La inteligencia no podría representar mucho tiempo el papel del corazón.;1;1;1;1;1;1
RT @Addictionxjoel: Que paja ir al colegio porfavorrrr, odio esto;1;0;0;1;1;0
él ha oído mi clamor durante el día, y me ha dado conocimiento en visiones durante la noche. https://t.co/5ZmLXTh4iJ;0;1;0;1;0;1
#TogiveJungle Tercer Plan de Gobierno Abierto España. Potenciar la cooperación y el intercambio de conocimiento y e… https://t.co/gFoaUaZpYM;0;1;0;1;0;1
RT @vigiadeisbilya: LA FERIA DE SEVILLA (Detalle) Autor Andrés Cortés. 1852 Museo de Bellas Artes de Bilbao. @Feria_deAbril #FelizMiercoles…;0;1;1;0;0;1
RT @Magabbenitez: Si estás d novia con un colombiano q te mando un mensaje a la mañana diciendo que estaba desde las 05.30 en la facultad,…;0;1;0;1;0;1
RT @cataperezcorrea: Me perdí. ¿Cómo llegamos a Calderón dando cátedra sobre violencia, Slim hablando sobre justicia social y Garcia Luna s…;0;1;0;1;1;0
El amor q sentimos los comerciantes hacia nuestro querido colegio no lo cambia nadie. Y muchos pueden decir que am… https://t.co/qovgmmXXkL;0;1;0;1;1;0
